0.89103058,0.1932611,0.171214785,0.118409189,0.364980213,0.06463001,0.139411409,0.126528301,0.229378133,0.589680848,0.041507712,0.128694758,1.76E-09,0.068203095,0.196592052,0.941104297,0.750911026,0.012805731,0.000174706,256,0.650512819
0.6396607,0.164406782,0.119716913,0.056264577,0.657694974,0.088881153,0.132452679,0.147904982,0.235806497,0.454941143,0.011198401,0.177966063,7.72E-10,0.038792905,0.163861036,0.977927857,0.627324967,0.022703857,0.000107387,64,1.4034707
0.165300883,0.668076426,0.770306315,0.363837404,0.115044843,0.054984996,0.255453538,0.394975467,0.059709679,0.088822471,0.016037108,0.085390476,5.33E-10,0.045675595,0.668083484,0.526449338,0.001786815,0.956229376,0.001284711,64,5.910450571
0.655114435,0.180815456,0.120766476,0.056395011,0.671874975,0.099392212,0.148949083,0.174028441,0.240663715,0.425232285,0.030806433,0.201147282,2.62E-09,0.11554034,0.179166267,0.963516748,0.581378892,0.027386584,0.000109807,256,0.950934953
0.769613226,0.18041514,0.124209395,0.058959437,0.840353182,0.094528416,0.149391006,0.171321014,0.237069794,0.441785808,0.021248892,0.199148131,2.47E-09,0.075792546,0.180126554,0.978531791,0.691724481,0.017129238,0.000111571,256,0.624955532
0.166490591,0.561152951,0.565802189,0.474753585,0.089983504,0.040020229,0.391594264,0.357185063,0.058101539,0.048152411,0.0276869,0.142077177,7.29E-10,0.085517708,0.560838287,0.425461464,0.010245706,0.790691895,0.001350426,64,6.119653206
0.220003794,0.518474991,0.218143788,0.060061614,0.050156647,0.976838053,0.296298428,0.443864766,0.407536212,0.041260582,0.084641319,0.41472902,1.62E-09,0.094467858,0.518501814,0.951802291,0.032160447,0.540618287,0.000184319,64,1.174486124
0.15785706,0.142041395,7.05E-07,0.001829945,0.001633187,0.004540625,0.155528245,0.080653614,0.002275599,0.008440973,0.011223249,0.250626222,1.04E-09,0.014521046,0.141819959,0.031064316,0.150117897,0.181262045,2.20E-05,256,3.083623703
0.197299628,0.171693215,1.29E-07,0.000847854,0.000903495,0.004117246,0.132343691,0.092217058,0.002142972,0.00612625,0.00798916,0.305803552,9.72E-10,0.011797361,0.171500012,0.839251336,0.156607712,0.173961291,3.79E-07,128,1.026640111
0.6904557,0.797297845,0.838896361,0.399956859,0.15558372,0.189316984,0.5032633,0.485710333,0.411429794,0.63344247,0.082922428,0.175986132,3.92E-09,0.152142076,0.796791675,0.825529928,0.107994077,0.244142535,0.000893977,256,3.899664477
0.206739789,0.278061241,0.139854079,0.291028969,0.120486756,0.069347877,0.250890702,0.190426457,0.101193217,0.070682354,0.024178827,0.103146132,9.61E-10,0.059868942,0.277106996,0.978037998,0.086962143,0.291070094,0.000211812,64,0.240571801
0.45783273,0.335581953,1.09E-06,5.65E-05,0.005532208,0.007373181,0.108989239,0.168170184,0.008439454,0.012209092,0.014385696,0.575473987,1.12E-09,0.020246064,0.331791983,0.148919043,0.19355064,0.140107779,1.47E-07,256,0.471396902
0.357960325,0.438468505,0.14199194,0.281147692,0.099218948,0.083913141,0.420726212,0.344886606,0.215809095,0.154804497,0.072228733,0.297720246,1.66E-09,0.203133955,0.439854711,0.976176581,0.09947635,0.261451012,0.000209956,128,0.513440994
0.305433631,0.41936261,0.151209913,0.263808398,0.079557443,0.081542363,0.416322802,0.325095256,0.212159729,0.155452125,0.067482218,0.27269109,1.66E-09,0.188058238,0.417167284,0.974077838,0.084356655,0.297982459,0.000210367,128,0.808820312
0.305564543,0.420640294,0.139282146,0.283441223,0.077110916,0.084532886,0.44056794,0.325145296,0.215787733,0.153479558,0.068052903,0.27231021,1.69E-09,0.19037418,0.41886094,0.97436889,0.084030248,0.298868771,0.000209278,128,0.808820312
0.356946425,0.818879385,0.841424727,0.401950858,0.073805198,0.104762621,0.413334875,0.515472251,0.174187704,0.274906387,0.046657169,0.201044552,1.29E-09,0.128432497,0.818890528,0.670751061,0.034146578,0.525191828,0.001103992,128,5.186110184
