0.1932611,0.171214785,0.118409189,0.941104297,0.750911026,0.012805731,0.000174706,0.650512819
0.164406782,0.119716913,0.056264577,0.977927857,0.627324967,0.022703857,0.000107387,1.4034707
0.668076426,0.770306315,0.363837404,0.526449338,0.001786815,0.956229376,0.001284711,5.910450571
0.180815456,0.120766476,0.056395011,0.963516748,0.581378892,0.027386584,0.000109807,0.950934953
0.18041514,0.124209395,0.058959437,0.978531791,0.691724481,0.017129238,0.000111571,0.624955532
0.561152951,0.565802189,0.474753585,0.425461464,0.010245706,0.790691895,0.001350426,6.119653206
0.518474991,0.218143788,0.060061614,0.951802291,0.032160447,0.540618287,0.000184319,1.174486124
0.142041395,7.05E-07,0.001829945,0.031064316,0.150117897,0.181262045,2.20E-05,3.083623703
0.171693215,1.29E-07,0.000847854,0.839251336,0.156607712,0.173961291,3.79E-07,1.026640111
0.797297845,0.838896361,0.399956859,0.825529928,0.107994077,0.244142535,0.000893977,3.899664477
0.278061241,0.139854079,0.291028969,0.978037998,0.086962143,0.291070094,0.000211812,0.240571801
0.335581953,1.09E-06,5.65E-05,0.148919043,0.19355064,0.140107779,1.47E-07,0.471396902
0.438468505,0.14199194,0.281147692,0.976176581,0.09947635,0.261451012,0.000209956,0.513440994
0.41936261,0.151209913,0.263808398,0.974077838,0.084356655,0.297982459,0.000210367,0.808820312
0.420640294,0.139282146,0.283441223,0.97436889,0.084030248,0.298868771,0.000209278,0.808820312
0.818879385,0.841424727,0.401950858,0.670751061,0.034146578,0.525191828,0.001103992,5.186110184
0.40894205,0.11674839,0.22997413,0.972772376,0.284950577,0.089361091,0.000172774,0.694282706
0.702282763,0.574803365,0.483982759,0.022024276,0.130168175,0.207177347,0.026415106,4.006474991
0.265893901,0.146440683,0.277926333,0.976163463,0.075298723,0.324429462,0.000211916,0.287608495
0.180360269,0.124697067,0.058300412,0.976861838,0.69421398,0.016933353,0.000111859,0.624955532
0.171689799,0.149933013,0.086569609,0.934245795,0.569666642,0.028693034,0.000147242,2.724026491
0.172654797,4.35E-07,0.001248488,0.083221619,0.162125496,0.168121513,5.62E-06,0.936700005
0.26425365,0.149602202,0.272884769,0.402066621,0.075108679,0.325028658,0.000515236,0.287608495
0.691178072,0.793372494,0.380778091,0.568797168,0.00386588,0.909717926,0.00122867,5.346457433
0.164193289,0.121460985,0.057959064,0.977802565,0.573483201,0.02826184,0.000109301,0.722008284
0.7511317,0.668975707,0.546526512,0.628906211,0.053850666,0.407258239,0.001071428,3.922202007
0.192369132,0.176545344,0.122218976,0.942036663,0.753212652,0.012650622,0.000180016,0.650512819
0.87468899,0.910305965,0.438227372,0.894381159,0.123071967,0.217917898,0.000897177,3.147445038
0.502568508,0.177059096,0.060483028,0.916611486,0.071767515,0.335893872,0.000160147,2.602754259
0.173163031,0.124760385,0.059857344,0.977456312,0.612478378,0.024144946,0.000112434,0.950934953
0.178939848,0.125281693,0.05980026,0.978337928,0.698818322,0.016574539,0.000112684,0.624955532
0.519783754,0.578170504,0.378147147,0.802519856,0.02329634,0.621140063,0.000681684,2.653188453
0.361197182,0.025896674,0.384792332,0.8724878,0.248188983,0.105911351,0.000186174,5.632296566
0.500340131,0.109631076,0.063740516,0.986971989,0.220162399,0.121662857,0.00010208,1.616243639
0.170467444,0.123100929,0.057978509,0.974026959,0.769122733,0.011602535,0.000110912,0.252401037
0.108394373,4.86E-07,0.001342874,0.041357453,0.150058438,0.181331231,1.22E-05,2.724026491
0.72370458,0.637934506,0.529128641,0.605040235,0.051789535,0.417241274,0.001066941,4.007800063
0.167461351,0.123291318,0.057993538,0.97974602,0.730151864,0.014246568,0.000110406,0.159326052
0.177043213,0.125826069,0.059599854,0.978823631,0.651110921,0.020523997,0.000112941,0.806406197
0.525261979,0.573039483,0.37298242,0.807576715,0.022592341,0.628502035,0.000670565,2.653188453
0.173940985,0.121184915,0.057848408,0.979284557,0.752647001,0.012688659,0.000108895,0.252401037
0.099821034,8.79E-07,0.002007285,0.053753686,0.138352876,0.195846548,1.40E-05,5.576364877
0.229953469,0.118124705,0.161730067,0.431987126,0.058376118,0.386796546,0.000332017,5.263096473
0.363388223,0.024718658,0.366051721,0.900988142,0.269150154,0.095993299,0.00017157,2.9445985
0.163369273,0.120870194,0.05701289,0.976986808,0.577029331,0.027865975,0.000108605,0.722008284
0.458180578,0.140266959,0.28478849,0.976408027,0.1142179,0.232698883,0.000210066,0.476369762
0.164364527,0.121220271,0.057685591,0.979362166,0.684622194,0.017695468,0.000108849,0.362850739
0.351010697,0.116712561,0.221585273,0.209389646,0.256065754,0.102020029,0.000787225,2.285230937
0.810302541,0.633896893,0.533093861,0.023415355,0.143921654,0.188711523,0.027397325,0.973876923
0.217819328,0.212971608,0.136482471,0.912665207,0.306252707,0.081375751,0.000219646,0.508487472
0.254123316,0.139273806,0.288387017,0.973912088,0.060891422,0.376211893,0.000211275,0.589484626
0.149469799,2.81E-08,0.002421304,0.052825447,0.135877341,0.19916284,1.72E-05,0.087164599
0.653813835,0.653712104,0.553718776,0.451464535,0.014018843,0.733360122,0.001474718,3.964570788
0.170919913,0.122658961,0.05816777,0.977447058,0.765116495,0.01186255,0.000110279,0.252401037
0.413774157,0,3.79E-05,0.021093337,0.258833592,0.100701241,6.70E-07,4.689088959
0.16915778,0.122288829,0.058149379,0.975969875,0.720899042,0.014914089,0.000110173,0.159326052
0.459817106,0.148033091,0.276626652,0.976270138,0.10478211,0.250431381,0.000212537,0.501404528
0.551256902,0.503558143,0.550065779,0.199244627,0.063488398,0.365819801,0.002805656,6.827567861
0.467203351,0.143060403,0.285782764,0.976503975,0.103080603,0.253876685,0.000212432,0.501404528
